"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","ID","gc","term","Q1","Q44","Q45_1","Q47","Q48","Q49","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q12","Q13","Q11_1","Q11_2","Q11_3","Q11_4","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q27","Q28","Q26_1","Q26_2","Q26_3","Q26_4","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q46_1","Q50","Q51","DO_BR_FL_11","random","FEMALE","AGE","BS","AD","INCOME","SAFEB","DENYGMB","WARMB","DENYGWB","DENYBB","SCIGM","SCIGW","KNOWGM1","KNOWGM2","KNOWGM3","KNOWGM","KNOWGW1","KNOWGW2","KNOWGW3","KNOWGW","ICGMB","ICGWB","SD","D","LD","I","SR","R","LR","IDK1","OTH","DEM","REP","EL","SL","M","EC","SC","IDK2","CRT1","CRT2","CRT3","CRT","Y","Parti","ConnaisOGM","ConnaisRechClim","PercepOGM","PercepRechClim","Sexe","Revenu","Bachelor"
"503","R_3E3nmDwhmPZYEN7","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:14:35:00","25APR13:14:41:00",1,"db5be33ef345fb5c511a9c3f8732aa43",1,"",1,1,42,2,2,1,2,2,2,4,4,"4",1,2,1,1,1,32.071,32.071,32.078,1,2,3,2,2,2,2,2,4,4,4,2,2,"2",1,1,1,1,1,34.13,34.13,34.137,1,4,3,4,4,4,4,4,"1","1",6,4,1,1,2,7,5,"0.1","20 minutes","24","10","2","1","GMO Questions|Global Warming Questions",1,0,42,0,0,1,1,1,3,0,1,2,4,0,1,0,1,0,0,0,0,"12","6",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"B","Republicain",1,0,2,4,"homme",1,2
"504","R_cHlAO7AK5LCakOV","Default Response Set","Anonymous",NA,NA,"71.159.20.85",0,"25APR13:14:31:00","25APR13:14:41:00",1,"e0e88200b33c54c0cd8f1b12158e48f7",1,"",1,2,26,2,2,7,3,3,3,3,3,"3",1,1,1,1,1,10.022,35.845,35.849,2,4,4,4,4,2,2,2,3,2,3,3,3,"3",1,1,1,1,1,31.756,31.756,31.761,1,4,4,4,4,3,2,2,"1","1",6,3,2,1,1,7,2,"10","100","24","22","1","1","Global Warming Questions|GMO Questions",0,1,26,0,0,7,2,0,2,0,0,3,3,0,0,0,0,0,0,0,0,"9","9",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"A","Republicain",0,0,3,3,"femme",7,2
"505","R_en9BCCIF5TiehKt","Default Response Set","Anonymous",NA,NA,"68.56.140.68",0,"25APR13:14:35:00","25APR13:14:42:00",1,"42cec362b49f707de91fc9925657987d",1,"",1,1,47,2,2,2,3,3,4,2,2,"2",1,2,2,1,1,34.199,34.199,34.222,1,4,3,4,4,2,2,2,3,4,4,2,4,"2",1,1,1,1,1,31.226,31.226,31.275,1,5,4,4,4,3,4,1,"2","2",4,2,1,1,2,9,1,"0.1","100","24","12","10","1","GMO Questions|Global Warming Questions",1,0,47,0,0,2,2,0,2,0,0,4,4,0,1,1,2,0,0,0,0,"6","8",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","autre",2,0,4,4,"homme",2,2
"506","R_20oPK4XVFMMO0kd","Default Response Set","Anonymous",NA,NA,"75.143.121.114",0,"25APR13:14:35:00","25APR13:14:42:00",1,"8963891ef8ef8000eba3411d87cb513e",1,"",1,2,20,2,2,1,1,1,1,5,5,"5",1,1,1,1,1,33.999,33.999,34.006,1,5,1,1,1,5,5,5,5,5,5,1,2,"2",1,1,2,1,1,43.082,43.082,43.086,1,5,2,5,5,1,1,1,"2","2",4,3,6,2,4,9,6,"10 cents","100 minutes","24","1","10","1","GMO Questions|Global Warming Questions",1,1,20,0,0,1,0,1,4,0,1,1,5,0,0,0,0,0,0,1,1,"15","5",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",0,1,1,5,"femme",1,2
"507","R_9YMSU9JYH3SbIJn","Default Response Set","Anonymous",NA,NA,"72.213.31.11",0,"25APR13:14:33:00","25APR13:14:42:00",1,"500d28a701b7fd3131c357f1db4a1de9",1,"",1,1,48,2,2,3,4,4,3,2,3,"2",2,2,1,1,1,40.644,40.644,40.647,1,5,5,5,5,1,1,1,4,4,4,2,2,"1",1,2,1,1,1,33.416,33.416,33.419,1,5,5,5,5,1,2,1,"1","1",5,3,1,1,2,7,1,"0.1","100 minutes","24","27","2","1","Global Warming Questions|GMO Questions",0,0,48,0,0,3,3,0,3,0,0,3,4,1,1,0,2,0,1,0,1,"7","5",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","Republicain",2,1,3,4,"homme",3,2
"508","R_bacRSyunI5C2pHn","Default Response Set","Anonymous",NA,NA,"68.118.4.235",0,"25APR13:14:31:00","25APR13:14:42:00",1,"75a751d8f5647de0aa2333d325b61894",1,"",1,2,45,2,2,6,3,4,3,3,2,"3",1,2,1,1,1,43.557,43.557,43.585,1,5,5,4,4,1,1,1,2,2,3,2,4,"1",1,1,1,1,1,46.886,46.886,46.895,1,4,5,4,4,2,2,1,"1","1",6,3,4,2,2,9,1,"0.1","100","24","33","2","1","Global Warming Questions|GMO Questions",0,1,45,0,0,6,2,0,1,1,2,3,3,0,1,0,1,0,0,0,0,"8","7",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"C","Republicain",1,0,3,3,"femme",6,2
"509","R_8Ce1M3OfJMdDyG9","Default Response Set","Anonymous",NA,NA,"64.77.254.56",0,"25APR13:14:30:00","25APR13:14:42:00",1,"c47371b814c054481d11d4c034e0ca6d",1,"",1,2,33,2,2,1,3,3,2,3,3,"3",2,2,1,1,1,50.289,50.289,50.293,1,5,4,4,4,2,3,2,2,2,3,3,4,"3",1,1,2,1,1,42.459,42.459,42.464,1,4,2,3,3,2,4,2,"2","1",6,4,1,1,2,8,1,"0.1","5min","47","44","5","1","Global Warming Questions|GMO Questions",0,1,33,0,0,1,2,0,1,1,2,2,3,1,1,0,2,0,0,1,1,"9","10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"C","Republicain",2,1,2,3,"femme",1,2
"510","R_1AHPQnHMFJMQMdL","Default Response Set","Anonymous",NA,NA,"99.95.206.203",0,"25APR13:14:34:00","25APR13:14:42:00",1,"ef207376c54bda4cf88b23aae5bdd6da",1,"",1,2,42,2,2,3,2,2,3,3,3,"4",2,2,2,1,1,31.672,31.672,31.673,1,4,3,3,3,3,3,4,5,5,4,2,2,"1",1,1,1,1,1,31.085,31.085,31.087,1,5,5,5,5,1,1,1,"2","2",1,1,1,1,2,9,5,"0.1","I don't kno","I don't","40","9","1","GMO Questions|Global Warming Questions",1,1,42,0,0,3,1,1,4,0,1,3,4,1,1,1,3,0,0,0,0,"10","5",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"B","Democrate",3,0,3,4,"femme",3,2
"511","R_3rSclkonebNwDQN","Default Response Set","Anonymous",NA,NA,"68.206.47.201",0,"25APR13:14:34:00","25APR13:14:42:00",1,"0cf5f70f7624cdb96de7c3f8ad1778d1",1,"",1,2,27,2,2,3,3,2,3,3,3,"3",2,2,2,1,1,34.789,34.789,34.791,1,4,3,3,3,3,3,3,2,2,3,3,4,".",1,2,2,1,1,32.487,32.487,32.491,1,4,3,2,2,3,4,3,"2","2",6,4,1,1,2,7,1,"0.1","100 minutes","47","43","1","1","Global Warming Questions|GMO Questions",0,1,27,0,0,3,2,0,1,1,2,3,3,1,1,1,3,0,1,1,2,"9",".",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"C","Republicain",3,2,3,3,"femme",3,2
"512","R_cC1gAzydbIRFaBL","Default Response Set","Anonymous",NA,NA,"71.238.219.203",0,"25APR13:14:30:00","25APR13:14:42:00",1,"fe13be0239d03a6c2d4ca595aa3104fa",1,"",1,2,30,2,2,2,1,2,2,4,4,"3",1,2,1,1,1,37.953,37.953,37.956,1,4,4,3,3,3,3,3,5,5,4,1,2,"2",1,1,1,1,1,58.252,58.252,58.256,1,4,5,5,5,2,2,2,"1","1",3,6,1,5,5,9,1,"0.1","500","24","22","1","7","Global Warming Questions|GMO Questions",0,1,30,0,0,2,0,1,4,0,1,2,4,0,1,0,1,0,0,0,0,"11","5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"B","Democrate",1,0,2,4,"femme",2,2
"513","R_2fyG9Y28nmNrnTL","Default Response Set","Anonymous",NA,NA,"71.88.240.180",0,"25APR13:14:31:00","25APR13:14:42:00",1,"8d6e627271bb0cc712e70ea387312a54",1,"",1,2,43,2,2,4,2,2,3,4,3,"4",2,2,1,1,1,36.79,36.79,36.807,1,4,2,2,2,4,3,4,4,4,4,1,2,"2",2,2,2,1,1,35.971,35.971,35.988,1,4,5,4,4,1,1,1,"1","2",2,2,1,1,2,7,1,"0.05","5 minutes","47","46","1","1","GMO Questions|Global Warming Questions",1,1,43,0,0,4,1,1,3,0,1,3,4,1,1,0,2,1,1,1,3,"11","5",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,"B","Democrate",2,3,3,4,"femme",4,2
"514","R_bjT8BJEFStu4cEl","Default Response Set","Anonymous",NA,NA,"72.78.145.224",0,"25APR13:14:31:00","25APR13:14:42:00",1,"92d79bfb21d9781d3058f94d29356126",1,"",1,2,29,2,2,3,3,3,3,3,3,"3",2,2,2,1,1,68.515,68.515,68.518,1,5,3,3,3,3,3,3,5,5,5,1,1,"1",1,1,2,1,1,38.049,38.049,38.052,1,5,5,5,5,1,1,1,"1","1",7,5,1,2,5,7,1,"0.1","5 minutes","47","38","1","1","GMO Questions|Global Warming Questions",1,1,29,0,0,3,2,0,4,0,0,3,5,1,1,1,3,0,0,1,1,"9","3",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,"A","Republicain",3,1,3,5,"femme",3,2
"515","R_86rRrR4DDmSnb37","Default Response Set","Anonymous",NA,NA,"99.119.138.93",0,"25APR13:14:19:00","25APR13:14:42:00",1,"4504a99e872759235c350d0e90495466",1,"",1,2,36,2,2,2,2,2,3,4,4,"3",2,2,2,1,1,81.132,81.132,81.147,1,4,1,2,2,4,4,3,1,1,1,3,5,"4",1,1,2,1,1,92.403,92.403,92.417,1,4,1,1,1,4,5,4,"2","2",6,4,1,1,1,7,1,"0.1","5 minutes","47","25","1","1","GMO Questions|Global Warming Questions",1,1,36,0,0,2,1,1,0,1,3,3,1,1,1,1,3,0,0,1,1,"11","12",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"D","Republicain",3,1,3,1,"femme",2,2
"516","R_ekrE7v4nHmZGp2R","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:14:32:00","25APR13:14:43:00",1,"e2ea58f73fc8c5f1fe2071945c36dac5",1,"",1,2,44,2,2,3,3,3,3,3,2,"2",2,2,2,1,1,38.625,38.625,38.629,1,5,5,4,4,2,2,2,4,4,4,2,2,"1",1,2,2,1,1,37.097,37.097,37.102,1,5,4,4,4,2,2,2,"1","1",2,2,1,5,5,9,6,"0.1","100","24","30","9","1","Global Warming Questions|GMO Questions",0,1,44,0,0,3,2,0,3,0,0,3,4,1,1,1,3,0,1,1,2,"7","5",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",3,2,3,4,"femme",3,2
"517","R_a5UzDRqiFi7HXW5","Default Response Set","Anonymous",NA,NA,"66.224.13.91",0,"25APR13:14:35:00","25APR13:14:43:00",1,"b5acf9a311dd2a570f4077f200030479",1,"",1,2,22,1,2,4,5,5,5,1,1,"1",2,2,2,1,1,53.172,53.172,53.188,1,5,3,5,5,1,1,1,1,1,3,2,5,"1",1,1,1,1,1,38.422,38.422,38.422,1,5,3,1,1,1,4,1,"2","1",6,3,1,5,5,9,1,"0.1","1 minute","47","47","10","1","GMO Questions|Global Warming Questions",1,1,22,1,0,4,4,0,0,1,2,5,3,1,1,1,3,0,0,0,0,"3","8",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"C","Republicain",3,0,5,3,"femme",4,1
"518","R_3Pi7Fl2YrzIQ0n3","Default Response Set","Anonymous",NA,NA,"24.101.31.164",0,"25APR13:14:33:00","25APR13:14:43:00",1,"040a04ec78fdd55e520da414d891b842",1,"",1,2,42,2,2,1,3,3,3,3,3,"3",2,2,2,1,1,32.298,32.298,32.299,1,3,3,3,3,3,3,3,3,3,3,3,3,"1",1,2,2,1,1,32.039,32.039,32.04,1,4,3,3,3,3,3,1,"1","1",3,2,1,2,1,7,1,"0.1","5","47","38","8","1","Global Warming Questions|GMO Questions",0,1,42,0,0,1,2,0,2,0,0,3,3,1,1,1,3,0,1,1,2,"9","7",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,"A","Democrate",3,2,3,3,"femme",1,2
"519","R_e4o2uJ8dypeE7TD","Default Response Set","Anonymous",NA,NA,"72.189.228.162",0,"25APR13:14:36:00","25APR13:14:43:00",1,"3c196d77e713bba5edf49f72ff721b3b",1,"",1,1,41,2,2,3,4,4,4,3,3,"2",2,1,2,1,1,32.48,32.48,32.48,1,4,4,4,4,3,3,3,4,3,4,3,4,"2",1,1,2,1,1,38.766,38.766,38.766,1,2,2,3,4,2,4,3,"2","1",6,3,1,1,2,7,2,"0.1","1","47","9","10","1","Global Warming Questions|GMO Questions",0,0,41,0,0,3,3,0,3,0,0,4,4,1,0,1,2,0,0,1,1,"8","9",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"A","Republicain",2,1,4,4,"homme",3,2
"520","R_9uge1Ayz9qvxq5f","Default Response Set","Anonymous",NA,NA,"142.136.167.18",0,"25APR13:14:30:00","25APR13:14:43:00",1,"56a0acbf95b28c9014153dc1b0f89494",1,"",1,2,30,2,2,3,3,3,3,3,3,"3",2,2,2,1,1,35.506,35.506,35.512,1,4,3,4,4,2,2,3,4,4,4,1,2,"2",1,1,2,1,1,44.869,44.869,44.875,1,5,4,5,5,2,2,3,"1","1",5,4,1,1,2,9,1,"5 cents","5 minutes","24 days","5","8","1","Global Warming Questions|GMO Questions",0,1,30,0,0,3,2,0,3,0,0,3,4,1,1,1,3,0,0,1,1,"9","5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,1,3,4,"femme",3,2
"521","R_bDxcbAxCGTDKWLH","Default Response Set","Anonymous",NA,NA,"98.235.188.100",0,"25APR13:14:32:00","25APR13:14:43:00",1,"7c8314b80fdf445d1516121c0b6612e0",1,"",1,2,27,2,2,4,1,1,5,5,3,"5",2,2,1,1,1,48.42,48.42,48.428,1,3,1,1,1,5,3,5,4,3,4,3,3,"4",1,1,2,1,1,47.477,47.477,47.482,1,4,3,4,3,2,3,4,"2","2",9,3,1,1,2,7,1,"0.1","100","24","38","10","1","GMO Questions|Global Warming Questions",1,1,27,0,0,4,0,1,3,0,1,5,4,1,1,0,2,0,0,1,1,"13","10",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",2,1,5,4,"femme",4,2
"522","R_eXw5ooOpchvZfil","Default Response Set","Anonymous",NA,NA,"198.71.113.193",0,"25APR13:14:31:00","25APR13:14:43:00",1,"215917bc6443baa766b9ea0b2427f40f",1,"",1,2,44,2,2,5,3,3,3,2,2,"2",2,2,2,1,1,27.899,31.323,31.324,3,3,3,3,3,3,3,3,2,2,2,3,3,"4",1,1,2,1,1,42.587,42.587,42.589,1,3,3,3,3,3,3,3,"2","2",6,5,1,1,2,7,1,"2.1","100","24","24","2","1","GMO Questions|Global Warming Questions",1,1,44,0,0,5,2,0,1,1,2,3,2,1,1,1,3,0,0,1,1,"6","10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"C","Republicain",3,1,3,2,"femme",5,2
"523","R_eWDthH9hFsAdya9","Default Response Set","Anonymous",NA,NA,"173.242.242.17",0,"25APR13:14:37:00","25APR13:14:43:00",1,"a7be5aefb9d9f522533bd6e8144f4bf4",2,"a",1,2,34,2,2,3,2,2,4,4,4,"4",2,2,2,1,1,35.329,35.329,35.331,1,5,3,3,3,3,3,4,3,3,4,4,5,"2",1,2,1,1,1,31.462,31.462,31.464,1,5,3,3,3,3,3,2,"2","2",6,4,1,1,2,7,3,"10 cents","5 minutes","12 days",".",".",".","GMO Questions|Global Warming Questions",1,1,34,0,0,3,1,1,2,0,1,4,4,1,1,1,3,0,1,0,1,"12","11",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"B","Republicain",3,1,4,4,"femme",3,2
"524","R_3a4tdIeeCo7YXl3","Default Response Set","Anonymous",NA,NA,"66.169.187.6",0,"25APR13:14:29:00","25APR13:14:43:00",1,"2a31b973b521efc754701df2b7f161af",1,"",1,2,8,2,2,3,4,4,4,4,4,"4",2,2,2,1,1,48.157,48.157,48.169,1,4,5,2,5,5,4,4,4,3,4,4,1,"1",1,1,2,1,1,47.534,47.534,47.539,1,5,4,5,5,4,4,4,"1","1",7,4,4,2,2,3,3,"1.1","24 MINUTES","24","43","2","1","GMO Questions|Global Warming Questions",1,1,8,0,0,3,3,0,3,0,0,4,4,1,1,1,3,0,0,1,1,"12","6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,1,4,4,"femme",3,2
"525","R_6Se5LYM5vj0RQ8t","Default Response Set","Anonymous",NA,NA,"207.58.203.234",0,"25APR13:14:35:00","25APR13:14:43:00",1,"42619c27dbe3dc87f5f426017b30b6cd",1,"",1,2,29,2,2,4,2,2,3,3,3,"1",2,2,2,1,1,34.623,34.623,34.624,1,4,4,3,3,2,2,3,3,4,3,3,4,"2",1,1,1,1,1,54.088,54.088,54.089,1,4,3,4,3,3,4,1,"1","1",6,6,1,2,1,9,6,"0.1","100","24","35","4","1","Global Warming Questions|GMO Questions",0,1,29,0,0,4,1,1,2,0,1,3,3,1,1,1,3,0,0,0,0,"7","9",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"B","Republicain",3,0,3,3,"femme",4,2
"526","R_8qXIJu1GNNzbSdv","Default Response Set","Anonymous",NA,NA,"71.76.18.150",0,"25APR13:14:34:00","25APR13:14:43:00",1,"d9e2aa2a026dc3e68f624a17762f9ad9",1,"",1,2,34,2,2,3,4,4,4,2,1,"1",2,2,2,1,1,37.316,37.316,37.318,1,5,4,4,4,2,1,1,2,2,3,2,4,"3",1,2,1,1,1,43.549,43.549,43.552,1,4,3,3,3,3,4,1,"2","1",1,1,1,2,2,8,1,"0.1","100","24","40","1","1","Global Warming Questions|GMO Questions",0,1,34,0,0,3,3,0,1,1,2,4,3,1,1,1,3,0,1,0,1,"4","9",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"C","Democrate",3,1,4,3,"femme",3,2
"527","R_bPJFegXAIhuAqW1","Default Response Set","Anonymous",NA,NA,"68.7.246.57",0,"25APR13:14:35:00","25APR13:14:43:00",1,"398b5fac4dd3554da74bec3eb6101523",1,"",1,2,33,2,2,4,3,3,3,3,2,"2",1,2,2,1,1,38.422,38.422,38.434,1,5,4,3,4,2,2,1,3,4,3,2,3,"1",1,1,1,1,1,40.975,40.975,40.989,1,5,4,4,5,1,2,1,"1","1",2,2,1,5,5,7,6,"0.1","100 minutes","24 days","5","1","1","GMO Questions|Global Warming Questions",1,1,33,0,0,4,2,0,2,0,0,3,3,0,1,1,2,0,0,0,0,"7","6",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",2,0,3,3,"femme",4,2
"528","R_78MUAts3KCHpjnf","Default Response Set","Anonymous",NA,NA,"50.148.97.84",0,"25APR13:14:38:00","25APR13:14:43:00",1,"59736bf1e31737ca7939f1443fe2626b",1,"",1,2,32,2,2,4,3,3,3,4,4,"2",1,1,1,1,1,36.363,36.363,36.364,1,4,3,3,3,3,3,2,5,5,4,3,2,"2",1,1,1,1,1,31.221,31.221,31.222,1,4,4,4,4,3,3,4,"2","2",1,1,1,1,1,9,1,"10","100","24","14","9","1","GMO Questions|Global Warming Questions",1,1,32,0,0,4,2,0,4,0,0,3,4,0,0,0,0,0,0,0,0,"10","7",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",0,0,3,4,"femme",4,2
"529","R_3l0dBNwpeqt22eF","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:14:33:00","25APR13:14:44:00",1,"545273a7de4d16ccf51098624580c8bd",1,"",1,2,44,2,2,8,3,3,3,3,3,"3",2,2,1,1,1,39.116,39.116,39.118,1,4,3,3,3,3,3,3,2,2,3,3,4,"3",1,1,1,1,1,36.11,36.11,36.112,1,4,3,2,2,3,4,3,"2","2",5,3,2,5,5,9,6,"0.1","5 minutes","24 days","32","10","1","GMO Questions|Global Warming Questions",1,1,44,0,0,8,2,0,1,1,2,3,3,1,1,0,2,0,0,0,0,"9","10",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"C","Republicain",2,0,3,3,"femme",8,2
"530","R_6fHQ3wzqTpz5ngN","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:14:34:00","25APR13:14:44:00",1,"fdc5bff618b722560bee14f813090c10",1,"",1,1,52,2,2,1,3,3,3,3,3,"2",1,2,2,1,1,35.257,42.205,42.212,3,4,3,4,2,3,2,2,3,3,3,2,4,"1",1,1,1,1,1,35.423,35.423,35.43,1,3,3,2,2,3,4,1,"1","1",4,5,1,1,1,8,1,"0.1","100","24","9","2","1","GMO Questions|Global Warming Questions",1,0,52,0,0,1,2,0,2,0,0,3,3,0,1,1,2,0,0,0,0,"8","7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A","autre",2,0,3,3,"homme",1,2
"531","R_cNNufnTC5ga9D3D","Default Response Set","Anonymous",NA,NA,"68.48.253.25",0,"25APR13:14:37:00","25APR13:14:44:00",1,"6b7eb15813f78411b18659bb6fdf96d4",1,"",1,2,41,1,2,2,1,1,2,4,4,"4",1,1,1,1,1,33.47,33.47,33.473,1,2,3,2,2,4,4,4,5,5,5,1,2,"2",1,1,1,1,1,53.83,53.83,53.832,1,4,4,4,4,2,2,2,"1","2",2,3,1,5,5,3,6,"0.1","500 minutes","24 days","20","1","1","GMO Questions|Global Warming Questions",1,1,41,1,0,2,0,1,4,0,1,2,5,0,0,0,0,0,0,0,0,"12","5",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"B","Democrate",0,0,2,5,"femme",2,1
"532","R_7OGPSMz3Zhxd7I9","Default Response Set","Anonymous",NA,NA,"71.221.253.194",0,"25APR13:14:33:00","25APR13:14:44:00",1,"a206f3c2be180d522694c5b49653541c",1,"",1,1,39,2,2,1,3,3,4,3,2,"2",2,2,2,1,1,52.023,52.023,52.025,1,5,4,4,4,2,2,2,3,4,3,3,4,"4",1,2,2,1,1,50.268,50.268,50.269,1,3,3,4,4,4,4,4,"2","1",3,3,2,5,2,7,6,"0.1","5 min","24","15","8","1","GMO Questions|Global Warming Questions",1,0,39,0,0,1,2,0,2,0,0,4,3,1,1,1,3,0,1,1,2,"7","11",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",3,2,4,3,"homme",1,2
"533","R_3qjG2GG2Ff5k6wJ","Default Response Set","Anonymous",NA,NA,"70.100.16.172",0,"25APR13:14:38:00","25APR13:14:44:00",1,"7690b6956f0d1960e1468a7990c454a6",1,"",1,2,28,2,2,4,3,3,3,3,3,"3",2,2,1,1,1,40.129,40.129,40.436,1,3,3,3,3,4,3,3,4,4,3,2,2,"2",1,1,1,1,1,39.009,39.009,39.324,1,4,3,4,4,2,2,2,"1","1",2,3,1,2,2,7,1,"0.1","100","24","23","1","1","Global Warming Questions|GMO Questions",0,1,28,0,0,4,2,0,3,0,0,3,3,1,1,0,2,0,0,0,0,"9","6",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",2,0,3,3,"femme",4,2
"534","R_bC9RrRY9MYRKojX","Default Response Set","Anonymous",NA,NA,"24.224.97.7",0,"25APR13:14:35:00","25APR13:14:44:00",1,"d542d12e1f1154a7be561cbfc29bb1f8",1,"",1,2,29,2,2,7,2,2,1,4,4,"2",2,2,2,1,1,33.578,33.578,33.582,1,4,1,1,3,4,4,2,2,2,4,2,4,"3",1,2,1,1,1,34.111,34.111,34.115,1,3,3,2,2,3,5,3,"2","2",5,4,1,2,1,7,1,"0.1","5 minutes","24","33","1","1","Global Warming Questions|GMO Questions",0,1,29,0,0,7,1,1,1,1,3,1,4,1,1,1,3,0,1,0,1,"10","9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"D","Republicain",3,1,1,4,"femme",7,2
"535","R_5oPnkF8e4DEmFPD","Default Response Set","Anonymous",NA,NA,"72.186.224.77",0,"25APR13:14:31:00","25APR13:14:44:00",1,"6a4e6f52d301f07fdaef47b15fd2b4ef",1,"",1,2,47,2,2,2,4,3,4,2,3,"2",2,2,2,1,1,34.222,34.222,34.224,1,5,5,4,4,2,2,2,4,4,4,2,3,"2",1,1,1,1,1,32.934,32.934,32.938,1,4,4,4,4,3,3,3,"1","1",6,3,2,4,3,5,1,"0.1","100","24","9","2","1","Global Warming Questions|GMO Questions",0,1,47,0,0,2,3,0,3,0,0,4,4,1,1,1,3,0,0,0,0,"7","7",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"A","Republicain",3,0,4,4,"femme",2,2
"536","R_3XfiAWP6giILFL7","Default Response Set","Anonymous",NA,NA,"98.191.7.220",0,"25APR13:14:32:00","25APR13:14:44:00",1,"52e29e05426b7a2b7df75a02488469f5",1,"",1,2,20,2,2,5,2,2,4,4,4,"2",2,2,1,1,1,197.987,197.987,197.99,1,2,2,2,2,4,4,2,4,4,4,2,2,"2",1,2,2,1,1,37.157,37.157,37.16,1,4,4,4,4,2,2,2,"1","1",6,4,1,1,2,7,6,"0.1","1000","24","46","10","1","GMO Questions|Global Warming Questions",1,1,20,0,0,5,1,1,3,0,1,4,4,1,1,0,2,0,1,1,2,"10","6",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"B","Republicain",2,2,4,4,"femme",5,2
"537","R_4TSlvGyErLG8AlL","Default Response Set","Anonymous",NA,NA,"97.85.44.181",0,"25APR13:14:31:00","25APR13:14:44:00",1,"3e809fb82532f9593afabc9dd6c22eca",2,"a",1,2,31,2,2,1,3,3,3,4,3,"4",2,2,2,1,1,2.626,40.298,40.301,3,3,3,3,3,3,3,3,4,4,4,3,3,"3",1,2,2,1,1,8.137,34.94,34.944,2,3,3,4,4,3,3,3,"1","2",1,3,2,3,4,9,4,"0.1","20","24",".",".",".","GMO Questions|Global Warming Questions",1,1,31,0,0,1,2,0,3,0,0,3,4,1,1,1,3,0,1,1,2,"11","9",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",3,2,3,4,"femme",1,2
