"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
10358,0,"Bulgarie","homme",46,"universite","Employed","faible","petite-moyenne ville",10,"marche","employe",7
10359,0,"Espagne","femme",32,"universite","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",7
10360,0,"Pays-Bas","femme",17,"secondaire inferieur","Not Employed","moyen","zone rurale",35,"transport collectif","sans emploi",5
10361,0,"Bulgarie","homme",41,"secondaire","Employed","faible","petite-moyenne ville",20,"marche","employe",9
10362,0,"Espagne","homme",36,"universite","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",9
10363,0,"Portugal","femme",24,"universite","Employed","eleve","grande ville",20,"vehicule individuel","employe",6
10364,0,"Slovaquie","femme",52,"secondaire","Not Employed","faible","petite-moyenne ville",80,"vehicule individuel","sans emploi",7
10365,0,"Estonie","femme",36,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",4
10366,0,"Bulgarie","homme",38,"universite","Employed","moyen","aire metropolitaine",45,"marche","employe",8
10367,0,"Lettonie","homme",44,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",8
10368,0,"Estonie","homme",39,"secondaire","Employed","tres faible","petite-moyenne ville",20,"vehicule individuel","employe",3
10369,0,"Finlande","femme",37,"universite","Not Employed","faible","aire metropolitaine",17,"marche","sans emploi",5
10370,0,"Bulgarie","homme",47,"universite","Employed","eleve","grande ville",20,"vehicule individuel","employe",10
10371,0,"Bulgarie","homme",37,"secondaire","Employed","moyen","aire metropolitaine",10,"marche","employe",10
10372,0,"Autriche","femme",57,"secondaire","Employed","moyen","aire metropolitaine",30,"transport collectif","employe",5
10373,0,"France","femme",42,"secondaire","Employed","moyen","grande ville",25,"transport collectif","employe",8
10374,0,"Suède","femme",56,"secondaire","Employed","tres faible","aire metropolitaine",15,"vehicule individuel","employe",8
10375,0,"Bulgarie","homme",34,"secondaire","Employed","moyen","petite-moyenne ville",110,"vehicule individuel","employe",7
10376,0,"Estonie","femme",50,"secondaire","Employed","faible","petite-moyenne ville",15,"marche","employe",8
10377,1,"Ireland","homme",33,"secondaire","Employed","moyen","aire metropolitaine",85,"velo","employe",10
10378,0,"Suède","femme",34,"secondaire","Employed","moyen","aire metropolitaine",40,"transport collectif","employe",9
10379,0,"France","homme",60,"universite","Not Employed","moyen","petite-moyenne ville",120,"marche","sans emploi",8
10380,0,"Lettonie","femme",50,"universite","Employed","faible","zone rurale",30,"vehicule individuel","employe",10
10381,0,"Grèce","femme",53,"secondaire","Not Employed","faible","aire metropolitaine",45,"marche","sans emploi",8
10382,1,"Lettonie","homme",53,"universite","Employed","moyen","grande ville",20,"marche","employe",9
10383,1,"Lettonie","homme",43,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",8
10384,0,"Autriche","homme",20,"secondaire","Not Employed","eleve","zone rurale",10,"marche","sans emploi",4
10385,0,"Slovaquie","homme",24,"universite","Employed","moyen","grande ville",20,"transport collectif","employe",7
10386,0,"Bulgarie","homme",44,"universite","Employed","eleve","grande ville",90,"vehicule individuel","employe",7
10387,1,"Danemark","femme",47,"secondaire","Employed","faible","aire metropolitaine",35,"velo","employe",7
10388,1,"Croatie","homme",37,"secondaire","Employed","faible","petite-moyenne ville",60,"velo","employe",4
10389,0,"Autriche","femme",26,"secondaire inferieur","Employed","faible","petite-moyenne ville",45,"vehicule individuel","employe",7
10390,0,"Portugal","homme",54,"secondaire inferieur","Employed","faible","aire metropolitaine",30,"marche","employe",5
10391,0,"Autriche","homme",36,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",6
10392,0,"Grèce","femme",47,"secondaire","Employed","faible","grande ville",30,"marche","employe",9
10393,0,"Bulgarie","homme",33,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",10
10394,0,"Grèce","homme",26,"secondaire","Employed","faible","aire metropolitaine",45,"vehicule individuel","employe",4
10395,0,"Slovénie","femme",21,"secondaire","Not Employed","moyen","zone rurale",30,"transport collectif","sans emploi",8
10396,0,"Allemagne","homme",48,"universite","Employed","faible","petite-moyenne ville",15,"marche","employe",5
10397,1,"Pays-Bas","femme",40,"secondaire","Employed","moyen","petite-moyenne ville",10,"velo","employe",4
10398,0,"Grèce","femme",49,"universite","Not Employed","tres faible","aire metropolitaine",20,"vehicule individuel","sans emploi",9
10399,0,"Roumanie","femme",25,"universite","Not Employed","faible","zone rurale",20,"transport collectif","sans emploi",9
10400,0,"Lettonie","femme",54,"universite","Employed","faible","grande ville",20,"marche","employe",5
10401,0,"Italie","femme",30,"secondaire","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",6
10402,0,"Autriche","homme",48,"secondaire inferieur","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",8
10403,0,"Grande Bretagne","femme",47,"universite","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",6
10404,0,"Slovénie","femme",37,"universite","Employed","moyen","grande ville",45,"vehicule individuel","employe",8
10405,0,"Lituanie","femme",26,"universite","Employed","faible","grande ville",20,"vehicule individuel","employe",8
10406,0,"Ireland","homme",36,"universite","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",2
10407,0,"France","femme",26,"secondaire","Employed","moyen","grande ville",15,"vehicule individuel","employe",7
10408,0,"Tchéquie","homme",50,"premier cycle","Employed","moyen","zone rurale",15,"vehicule individuel","employe",10
10409,0,"Estonie","homme",26,"secondaire","Employed","moyen","petite-moyenne ville",75,"vehicule individuel","employe",4
10410,0,"Italie","femme",33,"universite","Employed","faible","petite-moyenne ville",35,"vehicule individuel","employe",8
10411,0,"Suède","femme",22,"secondaire","Not Employed","tres eleve","aire metropolitaine",8,"marche","sans emploi",10
10412,0,"Italie","homme",35,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",8
10413,0,"Estonie","femme",26,"secondaire","Employed","faible","petite-moyenne ville",30,"marche","employe",3
10414,0,"Croatie","homme",28,"universite","Not Employed","moyen","petite-moyenne ville",25,"marche","sans emploi",8
10415,0,"Suède","homme",28,"universite","Employed","moyen","aire metropolitaine",50,"transport collectif","employe",9
10416,0,"Lettonie","homme",35,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",3
10417,0,"Italie","homme",26,"secondaire","Not Employed","faible","grande ville",40,"marche","sans emploi",8
10418,0,"Bulgarie","homme",39,"secondaire","Employed","faible","zone rurale",60,"transport collectif","employe",10
10419,0,"Grande Bretagne","femme",58,"secondaire inferieur","Employed","faible","grande ville",10,"vehicule individuel","employe",6
10420,0,"Slovaquie","femme",50,"secondaire","Employed","faible","zone rurale",30,"marche","employe",9
10421,0,"Italie","homme",41,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",7
10422,0,"Grèce","femme",37,"universite","Employed","faible","grande ville",10,"vehicule individuel","employe",3
10423,1,"Slovénie","femme",47,"universite","Employed","faible","grande ville",50,"velo","employe",10
10424,1,"Slovaquie","homme",29,"universite","Not Employed","eleve","petite-moyenne ville",30,"marche","sans emploi",8
10425,0,"Ireland","femme",26,"universite","Employed","faible","aire metropolitaine",50,"transport collectif","employe",7
10426,0,"Lettonie","femme",35,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
10427,0,"Ireland","homme",34,"universite","Employed","faible","zone rurale",15,"vehicule individuel","employe",3
10428,0,"Portugal","femme",44,"secondaire","Not Employed","faible","aire metropolitaine",30,"vehicule individuel","sans emploi",10
10429,1,"Bulgarie","homme",33,"universite","Employed","eleve","aire metropolitaine",15,"marche","employe",9
10430,0,"Tchéquie","homme",20,"premier cycle","Not Employed","moyen","petite-moyenne ville",60,"marche","sans emploi",5
10431,0,"Grèce","femme",32,"universite","Employed","tres faible","grande ville",70,"marche","employe",9
10432,1,"Hongrie","homme",38,"secondaire inferieur","Employed","sans reponse","zone rurale",90,"velo","employe",4
10433,0,"Suède","homme",24,"secondaire","Employed","faible","petite-moyenne ville",120,"transport collectif","employe",9
10434,0,"Italie","homme",42,"secondaire","Employed","moyen","petite-moyenne ville",75,"vehicule individuel","employe",7
10435,0,"Lettonie","homme",52,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",3
10436,0,"Allemagne","femme",50,"secondaire","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",4
10437,0,"Grèce","femme",38,"universite","Not Employed","faible","aire metropolitaine",45,"vehicule individuel","sans emploi",7
10438,0,"Slovaquie","homme",42,"universite","Employed","moyen","zone rurale",40,"vehicule individuel","employe",5
10439,0,"Ireland","homme",18,"universite","Not Employed","eleve","petite-moyenne ville",60,"marche","sans emploi",10
10440,0,"Belgique","femme",43,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",5
10441,0,"Grèce","femme",52,"secondaire","Employed","faible","aire metropolitaine",10,"vehicule individuel","employe",7
10442,0,"France","femme",53,"secondaire","Employed","moyen","petite-moyenne ville",50,"vehicule individuel","employe",7
10443,0,"Slovénie","femme",26,"secondaire","Not Employed","faible","grande ville",40,"vehicule individuel","sans emploi",9
10444,0,"Estonie","femme",19,"secondaire inferieur","Employed","moyen","petite-moyenne ville",10,"marche","employe",6
10445,1,"Pays-Bas","homme",42,"secondaire","Not Employed","moyen","grande ville",30,"velo","sans emploi",8
10446,0,"Suède","femme",60,"secondaire","Employed","eleve","grande ville",10,"vehicule individuel","employe",8
10447,0,"Grèce","homme",24,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",8
10448,0,"Grèce","femme",51,"secondaire","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",7
10449,0,"Lettonie","femme",27,"secondaire","Not Employed","faible","zone rurale",55,"vehicule individuel","sans emploi",5
10450,0,"Croatie","homme",25,"universite","Employed","faible","zone rurale",15,"transport collectif","employe",9
10451,0,"Bulgarie","homme",53,"universite","Employed","moyen","grande ville",30,"marche","employe",8
10452,0,"Grande Bretagne","femme",46,"secondaire","Employed","moyen","grande ville",30,"marche","employe",9
10453,0,"Grèce","femme",30,"universite","Not Employed","moyen","grande ville",10,"vehicule individuel","sans emploi",5
10454,1,"Bulgarie","femme",52,"universite","Employed","moyen","petite-moyenne ville",150,"velo","employe",9
10455,0,"Grèce","femme",48,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",4
10456,0,"Suède","homme",57,"universite","Employed","eleve","petite-moyenne ville",45,"vehicule individuel","employe",7
10457,1,"Pologne","homme",34,"secondaire","Not Employed","faible","petite-moyenne ville",70,"marche","sans emploi",10
10458,0,"Bulgarie","homme",48,"secondaire","Not Employed","faible","petite-moyenne ville",90,"vehicule individuel","sans emploi",10
10459,0,"Grèce","femme",33,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",5
10460,0,"Grèce","femme",32,"universite","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",2
10461,0,"Ireland","femme",47,"secondaire","Not Employed","tres faible","petite-moyenne ville",30,"vehicule individuel","sans emploi",5
10462,0,"Grèce","femme",49,"universite","Employed","tres faible","aire metropolitaine",8,"marche","employe",2
10463,1,"Pays-Bas","homme",28,"universite","Employed","moyen","grande ville",10,"velo","employe",3
10464,0,"France","homme",39,"secondaire","Not Employed","tres faible","petite-moyenne ville",30,"vehicule individuel","sans emploi",1
10465,0,"Bulgarie","femme",49,"universite","Employed","eleve","petite-moyenne ville",20,"marche","employe",9
10466,0,"Belgique","femme",30,"secondaire","Employed","moyen","zone rurale",105,"vehicule individuel","employe",8
10467,0,"Slovaquie","homme",45,"universite","Employed","moyen","petite-moyenne ville",15,"marche","employe",5
10468,1,"Pays-Bas","homme",60,"secondaire","Employed","moyen","petite-moyenne ville",105,"velo","employe",9
10469,0,"Espagne","femme",40,"secondaire","Not Employed","tres faible","petite-moyenne ville",40,"vehicule individuel","sans emploi",4
10470,0,"Croatie","homme",32,"secondaire","Employed","moyen","petite-moyenne ville",7,"marche","employe",4
10471,0,"Pays-Bas","homme",20,"premier cycle","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",5
10472,0,"Allemagne","homme",48,"secondaire","Employed","tres faible","zone rurale",45,"vehicule individuel","employe",1
10473,1,"Slovénie","homme",51,"secondaire","Not Employed","tres faible","petite-moyenne ville",90,"marche","sans emploi",10
10474,0,"Lettonie","femme",54,"secondaire","Not Employed","faible","zone rurale",245,"marche","sans emploi",9
10475,1,"Pays-Bas","homme",59,"secondaire inferieur","Employed","moyen","petite-moyenne ville",20,"velo","employe",7
10476,0,"Autriche","homme",35,"universite","Employed","moyen","zone rurale",12,"vehicule individuel","employe",8
10477,1,"Lituanie","homme",27,"universite","Employed","moyen","petite-moyenne ville",20,"marche","employe",4
10478,0,"Pologne","femme",49,"secondaire","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",8
10479,0,"Grande Bretagne","femme",26,"universite","Employed","moyen","grande ville",10,"vehicule individuel","employe",4
10480,0,"Bulgarie","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",10
10481,0,"Grande Bretagne","homme",47,"secondaire","Employed","faible","petite-moyenne ville",20,"marche","employe",2
10482,1,"Pays-Bas","femme",25,"universite","Employed","eleve","petite-moyenne ville",15,"velo","employe",6
10483,1,"Roumanie","femme",46,"universite","Employed","moyen","zone rurale",30,"velo","employe",8
